rank,action_id,action_date,dismiss_reason,dismissal_note,asin,amazon_title,amazon_system,ebay_item_id,ebay_title,ebay_condition,ebay_category,ebay_category_ids,seller_username,detected_ebay_platform,game_name,region_code,format,type,features,release_year,stored_recommendation,current_recommendation,current_hard_blocks,current_warnings,pattern,rule_miss_class,evidence_dependency,opportunity_id,candidate_id,snapshot_id
895,8c79f906-6fd8-4bb8-b854-f2a4bb6e084f,2026-07-11T14:37:03.970994+00:00,wrong_product,,B001ABP9B8,Guitar Hero World Tour [video game],,v1|298026269566|0,Strum Strummer Switch Repair Part Guitar Hero World Tour XBOX 360 PS3 Wii GHWT,New,Controllers & Attachments; Video Games & Consoles; Video Game Accessories,117042; 1249; 54968,jocal1173,"Xbox 360, Switch, Wii, PS 3",,,,,,,Blocked,Blocked,eBay category is not Video Games software,,unclear/insufficient evidence,current rule should already block,title_plus_item_specifics_or_category,7d7daffe-36ed-4379-a4b9-847f5d42978b,23589155-2020-4b94-ba28-286d099768a8,cc468faf-ba57-4c0c-8b15-9da157d6480a
896,53404170-4257-407a-a975-1d63322888e9,2026-07-11T14:36:46.350127+00:00,wrong_edition_version,,B0C5RZRG44,Mortal Kombat 1 Premium Edition - Xbox Series X [video game],,v1|406984285823|0,"Mortal Kombat 1 (Xbox Series X, 2023)",Brand New,Video Games; Video Games & Consoles,139973; 1249,secondlifestas,Xbox Series X,,,,,,,Blocked,Blocked,edition/version mismatch signal,,unclear/insufficient evidence,current rule should already block,title_only,b5b0c19d-3f9d-48bb-b564-0a5809958317,c2b4306e-7bbf-4847-a124-25f31154a9f4,a6fbd603-b0b1-4466-81df-8d8c738959d7
897,fa1f61fd-4c6e-4fd8-b4e6-adf5651c08ac,2026-07-11T14:36:46.041148+00:00,wrong_edition_version,,B0C5RZRG44,Mortal Kombat 1 Premium Edition - Xbox Series X [video game],,v1|336639117272|0,Mortal Kombat 1 Microsoft Xbox Series X Brand New Sealed With Pre-Order Content,Brand New,Video Games; Video Games & Consoles,139973; 1249,danben5550,Xbox Series X,,,,,,,Blocked,Blocked,edition/version mismatch signal,,unclear/insufficient evidence,current rule should already block,title_only,c68c2916-ed8d-49ad-817c-5d070d537bee,2bcd292f-0eea-4350-a1db-1ff2fc435a8b,60f78874-b57c-4719-a5d2-ca2c233197fe
898,fd6f264c-c90e-4b3e-8769-12d8c9645f48,2026-07-11T14:36:45.738137+00:00,wrong_edition_version,,B0C5RZRG44,Mortal Kombat 1 Premium Edition - Xbox Series X [video game],,v1|298435773832|0,Mortal Kombat 1 Xbox Series X Brand New & Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,nnntech,Xbox Series X,,,,,,,Blocked,Blocked,edition/version mismatch signal,,unclear/insufficient evidence,current rule should already block,title_only,c5ef00d2-45b9-41a5-a9c3-baeb59af88c0,db3cbc5b-ad70-4079-9cd9-46ad3c678c94,265b3548-8a63-4329-8408-00ba0f6878cf
899,db08cc96-3819-4b4b-b0f6-c983e460f323,2026-07-11T14:36:45.376159+00:00,wrong_edition_version,,B0C5RZRG44,Mortal Kombat 1 Premium Edition - Xbox Series X [video game],,v1|137443562234|0,"Mortal Kombat 1 (Xbox Series X, 2023)",Brand New,Video Games; Video Games & Consoles,139973; 1249,johnsmoviesandmore,Xbox Series X,Mortal Kombat,Region Free,,,"Multiplayer, Collector's Edition, SteelBook Edition, Premium Edition, Online Playability",2023,Blocked,Blocked,edition/version mismatch signal,,base game vs collector's edition,current rule should already block,title_only,74c0d111-6ee2-4886-8ba2-1a3a6de9601c,d857541d-3671-43cc-a685-d8f21203310f,7b20d09b-b64c-426e-89b1-c3b289fe4405
900,86d6fb81-7dda-4b87-8389-f55827fdb81a,2026-07-11T14:36:45.053258+00:00,wrong_edition_version,,B0C5RZRG44,Mortal Kombat 1 Premium Edition - Xbox Series X [video game],,v1|168451557223|0,Mortal Kombat 1 Xbox Series X 2023 Brand New Factory Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,mr-quick,Xbox Series X,,,,,,,Blocked,Blocked,edition/version mismatch signal,,unclear/insufficient evidence,current rule should already block,title_only,b5755645-568e-4df7-b593-fc0539d5a1fe,c450c5af-d5c6-446b-808e-21727643bc00,f5ff3dc1-7a3f-493a-b57a-b3250290c466
901,ec541081-eac2-42b8-9e2a-7140d1726dc2,2026-07-11T14:36:44.729706+00:00,wrong_edition_version,,B0C5RZRG44,Mortal Kombat 1 Premium Edition - Xbox Series X [video game],,v1|206335299301|0,Mortal Kombat 1 Xbox Series X 2023 Brand New Factory Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,bargainbrothersdeals,Xbox Series X,,,,,,,Blocked,Blocked,edition/version mismatch signal,,unclear/insufficient evidence,current rule should already block,title_only,e263fb3b-2070-4f93-9e20-f01a7e21a2c1,464d7023-d167-4151-8032-22def6b805ad,aff921d6-bf9c-48b9-92a6-09cb79b8acce
902,27ad1fe8-83ea-4719-95f1-328e6f81b100,2026-07-11T14:36:44.402137+00:00,wrong_edition_version,,B0C5RZRG44,Mortal Kombat 1 Premium Edition - Xbox Series X [video game],,v1|187941536349|0,Brand NEW Mortal Kombat 1 for Microsoft Xbox Series X,Brand New,Video Games; Video Games & Consoles,139973; 1249,ilektronike2012,Xbox Series X,,,,,,,Blocked,Blocked,edition/version mismatch signal,,unclear/insufficient evidence,current rule should already block,title_only,6bf77a45-d932-49ce-84d2-18b5b3e1ed5c,3b65bb0a-3dad-4aa6-b318-b5c1477b2c06,422eb09c-dfb5-4b3f-a60b-9954a1dc6471
903,4422d306-32be-4eda-bb40-0fbc9a97c1d2,2026-07-11T14:36:44.092806+00:00,wrong_edition_version,,B0C5RZRG44,Mortal Kombat 1 Premium Edition - Xbox Series X [video game],,v1|127943567498|0,MORTAL KOMBAT 1 MICROSOFT XBOX SERIES X BRAND NEW SEALED WITH PRE-ORDER CONTENT,Brand New,Video Games; Video Games & Consoles,139973; 1249,shinyorrusty,Xbox Series X,,,,,,,Blocked,Blocked,edition/version mismatch signal,,unclear/insufficient evidence,current rule should already block,title_only,187f4f04-765c-4dc7-991a-08c16c2b2990,c8af6b6a-7492-45b0-b690-2666dd3baf12,183e2b8d-7cfe-4793-87ba-5b5b42870e41
904,f281a9e1-03c4-4374-9e02-b681f4f4ff91,2026-07-11T14:36:43.674814+00:00,wrong_edition_version,,B0C5RZRG44,Mortal Kombat 1 Premium Edition - Xbox Series X [video game],,v1|298404473812|0,"Mortal Kombat 1 (Xbox Series X, 2023) BRAND NEW & FACTORY SEALED",Brand New,Video Games; Video Games & Consoles,139973; 1249,productgenius7,Xbox Series X,,,,,,,Blocked,Blocked,edition/version mismatch signal,,unclear/insufficient evidence,current rule should already block,title_only,861ab80a-3ed8-48e8-9d0d-3c994d228c7b,660b01c0-540c-45f6-b7f6-96e9bbc6132c,09497339-52cb-4155-8565-3f8c18eda104
905,0648d2b5-205c-4f71-885a-210a9c63cd4a,2026-07-11T14:36:43.229058+00:00,wrong_edition_version,,B0C5RZRG44,Mortal Kombat 1 Premium Edition - Xbox Series X [video game],,v1|800114414758|0,Mortal Kombat 1 Microsoft Xbox Series X Brand New Sealed With Pre-Order Content,Brand New,Video Games; Video Games & Consoles,139973; 1249,garmore47,Xbox Series X,,,,,,,Blocked,Blocked,edition/version mismatch signal,,unclear/insufficient evidence,current rule should already block,title_only,feddd5b4-66df-4b25-a2c5-7d885285cef8,e99e7e1b-e621-4fbb-b56e-eb104d3234c0,92d00beb-8294-4366-8030-6b0128109531
906,0c2c3fad-6d50-4d6b-8406-27f646ba3295,2026-07-11T14:35:48.214074+00:00,wrong_platform,,B00ZGPJ30M,Plants vs. Zombies Garden Warfare 2 - PlayStation 4 [video game],,v1|276973207512|0,PS4 Playstation 4 Plants vs Zombies Garden Warfare BRAND NEW FACTORY SEALED,Brand New,Video Games; Video Games & Consoles,139973; 1249,thegameinn,PS 4,,,,,,,Probable Match,Probable Match,,,wrong_platform,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,75279d0e-24fe-48f3-b0ba-611e5a1dddc3,0a801a6a-1c24-476c-96a8-2eb1faf1fc96,285df8ca-af62-4918-b5f8-78aa5379a437
907,0d55f15b-1d71-45ad-a1e5-c645e9aa46e4,2026-07-11T14:35:31.744463+00:00,wrong_edition_version,,B00005BZC7,Shrek 2 - PlayStation 2 [video game],,v1|387013940522|0,"Shrek's Carnival Craze Party Games Sony PlayStation 2, 2008 NEW & SEALED.",Brand New,Video Games; Video Games & Consoles,139973; 1249,gameshop_downstairs,PS 2,,,,,,,Blocked,Blocked,numeric sequel/year mismatch,,volume/episode/part mismatch,current rule should already block,title_only,56d8888d-a0b9-4158-a214-edd0e73743fc,0718f5a2-50ff-46fb-9557-b882cad3db18,665e0ef9-f769-4a00-9afa-7026d0f362d0
908,6b2e7e93-35c2-4e66-950f-fee87e2318d7,2026-07-11T14:35:31.337239+00:00,wrong_edition_version,,B00005BZC7,Shrek 2 - PlayStation 2 [video game],,v1|185589908820|0,Shrek's Carnival Craze Party Games NEW factory sealed Sony PlayStation 2 PS2,Brand New,Video Games; Video Games & Consoles,139973; 1249,collectorscardsandgames,PS 2,,,,,,,Probable Match,Probable Match,,,volume/episode/part mismatch,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,7b5cdbd8-1a60-4930-aae2-f74773881e50,0419a6dd-2a1f-40e8-bd51-7bd8fe017404,835bc32f-d5d9-4851-918b-4b770a89322f
909,eeff72eb-2387-4279-89ae-f132ce92eceb,2026-07-11T14:35:19.432648+00:00,wrong_product,,B002I0K3Z2,Dance Central 3 [video game],,v1|363775694750|0,Everybody Dance 2 Playstation 3 PS3 PlayStation Move required Game New Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,vib672,PS 3,,,,,,,Blocked,Blocked,numeric sequel/year mismatch,,title ambiguity from a short/generic game name,current rule should already block,title_only,30af0a9e-0e7d-49a9-8ae5-195da09d2a68,ec3fb0d3-1745-4c04-b7e4-e835446b7209,1cab9ff7-9554-45a4-bad3-3c3942cbbd52
910,34164a9c-2296-47bc-8bee-1638d07e034e,2026-07-11T14:35:19.106453+00:00,wrong_product,,B002I0K3Z2,Dance Central 3 [video game],,v1|167179625092|0,"$30 New ""Everybody Dance 2"" PS3 NEW SEALED -PERFECT BIRTHDAY GIFT LET'S DANCE !",Brand New,Video Games; Video Games & Consoles,139973; 1249,bargain-house,PS 3,,,,,,,Blocked,Blocked,numeric sequel/year mismatch,,wrong numbered installment,current rule should already block,title_only,f83f35b7-354f-447d-8301-8092daba0789,07c8c615-953b-42a9-b465-8be5eeb1a05c,e839a9a8-5d97-493f-86fc-b900662e9251
911,809ec7d4-754d-4245-8d3e-e477f8d54722,2026-07-11T14:35:18.776324+00:00,wrong_product,,B002I0K3Z2,Dance Central 3 [video game],,v1|225546474791|0,Everybody Dance 2 (Playstation 3 PS3) NEW SEALED -,Brand New,Video Games; Video Games & Consoles,139973; 1249,badgeman676,PS 3,Everybody Dance 2,NTSC-U/C (US/Canada),,,PlayStation Move Compatible,2012,Blocked,Blocked,numeric sequel/year mismatch,,eBay item-specific Game Name conflict,current rule should already block,title_only,cd98ebda-443a-4852-9a92-939c3d1cea84,15eef7f9-20dd-4de3-b578-07351c13f698,12b78277-1dbe-4ad7-afbe-1349d489db48
912,f8bb943f-6ef1-42c3-a03f-5ee3af05a7fa,2026-07-11T14:35:18.398147+00:00,wrong_product,,B002I0K3Z2,Dance Central 3 [video game],,v1|384764032667|0,PLAYSTATION 3 Video Game EVERYBODY DANCE 2/ SONY/ Playstation Move Required,Brand New,Video Games; Video Games & Consoles,139973; 1249,julo0276-qek4jxid,PS 3,,,,,,,Blocked,Blocked,numeric sequel/year mismatch,,title ambiguity from a short/generic game name,current rule should already block,title_only,6ac1daec-3299-4435-94c7-8a3476d471d3,9118ca13-be98-4b2f-8aed-c865907d59af,f00328ba-1b1e-48c7-8998-a566160f4621
913,3fff66bf-7fc9-4bfb-8c55-da8408dedbe0,2026-07-11T14:35:18.083303+00:00,wrong_product,,B002I0K3Z2,Dance Central 3 [video game],,v1|374061819590|0,Everybody Dance 2 Playstation 3 PS3 PlayStation Move required Game New Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,ijumpman,PS 3,,,,,,,Blocked,Blocked,numeric sequel/year mismatch,,title ambiguity from a short/generic game name,current rule should already block,title_only,2665829b-0c96-4879-bd94-4ecd6f8ce845,7837ca7b-84cf-41a6-bb98-710f49f79d4e,37fa9468-e2e5-46bd-9a2b-d95ff7e1a1c0
914,370ed96d-581a-49fa-8696-237c89364b3e,2026-07-11T14:35:17.767794+00:00,wrong_product,,B002I0K3Z2,Dance Central 3 [video game],,v1|365622561255|0,Everybody Dance 2 Playstation 3 PS3 Brand New Sealed,Brand New,Video Games; Video Games & Consoles,139973; 1249,just_your_average_joe,PS 3,,,,,,,Blocked,Blocked,numeric sequel/year mismatch,,title ambiguity from a short/generic game name,current rule should already block,title_only,3a063022-0342-4a0e-8762-737ac7fc5802,a6e1dff3-7d2b-4d2c-9cdc-5a991e31613b,a45b1057-ec06-470c-89a4-10aeb5225f8e
915,37376347-e387-4a73-8fce-47205c1d9b80,2026-07-11T14:35:17.373919+00:00,wrong_product,,B002I0K3Z2,Dance Central 3 [video game],,v1|334827314382|0,"Everybody Dance 2 (Playstation 3, 2012) Sealed",Brand New,Video Games; Video Games & Consoles,139973; 1249,bslresale,PS 3,,,,,,,Blocked,Blocked,numeric sequel/year mismatch,,title ambiguity from a short/generic game name,current rule should already block,title_only,130b9558-c72d-4ea6-973f-bdf14ba199c6,b969ca65-d926-46fe-8a88-ea8677d2e14f,5ae5ed5a-9814-4c57-b81d-0bd37a8d90cd
916,5aeaa070-39fb-4741-bccd-918b6d233d47,2026-07-11T14:34:51.835089+00:00,wrong_product,,B01GW3LRD2,Forza Horizon 3 – Xbox One [video game],,v1|313956246443|0,Forza Horizon 3 Lamborgini Centenario Burago Diecast Car 1:43 Scale Xbox One XB1,New,"Contemporary Manufacture; Toys & Hobbies; Diecast & Toy Vehicles; Cars, Trucks & Vans",180506; 220; 222; 180273,hwillls,Xbox One,,China,,,Unopened Box,,Blocked,Blocked,accessory/not game: diecast,,title ambiguity from a short/generic game name,current rule should already block,title_only,927d1f48-e49d-4e05-b6ff-1138680c5873,5d2e2c5d-b829-41a4-b5b8-48285cd44f3e,6b71aa68-9cb2-40f5-bc56-816073b1358b
917,44e86a6b-adaa-42da-b4a9-92f1546e714a,2026-07-11T14:34:51.495018+00:00,wrong_product,,B01GW3LRD2,Forza Horizon 3 – Xbox One [video game],,v1|318410254735|0,Forza Horizon 3 Controller Stand 2.0 & Carbon Controller Skin Xbox One NEW READ,New,Other Video Game Accessories; Video Games & Consoles; Video Game Accessories,49230; 1249; 54968,goodstockonly,Xbox One,,,,,,,Blocked,Blocked,digital/download listing: skin; accessory/not game: controller; eBay category is not Video Games software,,digital code/DLC/account/service,current rule should already block,title_only,5aec7ab9-4fba-4dee-90cd-336766554b29,fcacefbb-c08a-4c94-ab19-bc59d4551d38,488311fe-f5c8-4459-85cd-174833e1aa3e
918,f599cf6e-466d-48ac-9ee3-c690840283e3,2026-07-11T14:34:51.087926+00:00,wrong_product,,B01GW3LRD2,Forza Horizon 3 – Xbox One [video game],,v1|147343442122|0,Forza Horizon 3 Lamborgini Centenario Burago Diecast Car 1:43 Scale Xbox One XB1,New,"Contemporary Manufacture; Toys & Hobbies; Diecast & Toy Vehicles; Cars, Trucks & Vans",180506; 220; 222; 180273,meta_2bav78,Xbox One,,,,,,,Blocked,Blocked,accessory/not game: diecast,,title ambiguity from a short/generic game name,current rule should already block,title_only,24143574-fddd-4f66-ba1f-b445f1746b00,ebe72465-4a76-437a-9c1b-66bfea60b065,82cbd333-01d3-4220-a334-982ee6251c28
919,78be0302-cab9-4b8b-9d2d-c6d338dacf2e,2026-07-11T14:22:04.49355+00:00,sales_velocity_too_low,,B000SMKONI,Petz Horsez 2 - PlayStation 2 [video game],,v1|186339867540|0,Playstation 2 Petz Horsez 2 - Authentic,Brand New,Video Games; Video Games & Consoles,139973; 1249,jamesgamesnmore,PS 2,Petz Horsez 2 - Authentic,NTSC-U/C (US/Canada),,,,2007,Probable Match,Blocked,non-US item location,,sales_velocity_too_low,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,8ca2639d-0fa8-42d6-825b-951152c56a70,2d741df0-f7b2-4932-82b4-ab4a4a36e9cd,e44075e2-7ff0-4e3a-a64b-5a16113c92a4
920,acb1d8e1-52e7-47ab-a5b8-e4e12b00d97b,2026-07-11T14:22:04.129278+00:00,sales_velocity_too_low,,B000SMKONI,Petz Horsez 2 - PlayStation 2 [video game],,v1|127041667768|0,"Petz: Horsez 2 (Sony PlayStation 2, 2007) (PS2-180) NEW, SEALED VIDEO GAME",Brand New,Video Games; Video Games & Consoles,139973; 1249,dealz_infinity_co,PS 2,,,,,,,Blocked,Probable Match,,,sales_velocity_too_low,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,2745f25b-41af-44c6-a9c6-879b4890f4a6,cc65ed6d-8a18-4de7-8eda-4d9ae3465ede,203b49c2-0d0d-46fb-927e-d16ac8d5aa32
921,fea54841-175c-4f90-9aed-80cab24f30a8,2026-07-11T14:22:03.683325+00:00,sales_velocity_too_low,,B000SMKONI,Petz Horsez 2 - PlayStation 2 [video game],,v1|377295204201|0,Petz: Horsez 2 Sony PlayStation 2 new ps2,Brand New,Video Games; Video Games & Consoles,139973; 1249,roseali95,PS 2,Petz Horsez 2,NTSC-U/C (US/Canada),,,,,Probable Match,Probable Match,,,sales_velocity_too_low,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,b12b6e08-75e3-4399-9ffa-916b9754c202,ab2254ec-da4c-4823-9e94-86dd1dfbaa92,0272725f-31c2-4b48-896e-13323dfa8983
922,ba5a085b-f7ad-4c05-bb88-7ed9d3a00fb7,2026-07-11T14:22:03.099734+00:00,sales_velocity_too_low,,B000SMKONI,Petz Horsez 2 - PlayStation 2 [video game],,v1|193818968061|0,"Petz Horsez 2 (Sony PlayStation 2, 2007)",Brand New,Video Games; Video Games & Consoles,139973; 1249,ethorpe,PS 2,Petz Horsez 2,,,,,,Blocked,Blocked,non-US item location,,sales_velocity_too_low,operator dismissal may be ambiguous or business/system,title_plus_item_specifics_or_category,601ac0e9-c4d0-4e6b-98a3-67aee9622905,d4610948-763a-4482-a59e-f6e5ca225e99,e520ec36-8288-41cd-be5b-3f4d8c9e7fe0
923,352db1f7-b4d3-4d91-8876-635c6f1dfd34,2026-07-11T14:19:03.998691+00:00,missing_shrink_wrap,,B0002IQOOQ,Dance Dance Revolution Extreme [video game],,v1|366360738241|0,"Dance Dance Revolution Extreme 2 (Sony PlayStation 2, 2005)",Brand New,Video Games; Video Games & Consoles,139973; 1249,lotzretail-1,PS 2,,,,,,,Blocked,Blocked,numeric sequel/year mismatch,,missing_shrink_wrap,current rule should already block,image_or_operator_visual_review,3082e2c9-3040-45c1-af1b-55e238e0d1d1,d349344b-4e4b-480f-9f2c-db9325eeb4b6,74298e03-737d-44e3-98b7-c8c514ccecc0
924,91eea050-24be-4082-890f-fe8f4bb6a6a8,2026-07-11T14:18:47.403438+00:00,missing_shrink_wrap,,B0002IQOOQ,Dance Dance Revolution Extreme [video game],,v1|127873745765|0,DDR Dance Dance Revolution Extreme Ps2 NEW CIB,Brand New,Video Games; Video Games & Consoles,139973; 1249,shellysgoods,PS 2,,,,,,,Probable Match,Probable Match,,,missing_shrink_wrap,evidence exists only in images,image_or_operator_visual_review,47f9049c-0339-4c05-902c-73c2e7d406da,67bc5501-7cf5-405e-ae1d-7d074240419a,9fee2c27-24c6-4fc2-91f1-30c16d83afff
925,f9789efa-ba9d-410f-8bd8-95b381123598,2026-07-11T14:18:28.723216+00:00,incomplete_product,,B002I0JFCO,EA Sports Active 2 - Xbox 360 [video game],,v1|324433158073|0,ACTIVE 2 Personal Trainer KINECT Xbox 360 NEW Factory Sealed Video Game Only,Brand New,Video Games; Video Games & Consoles,139973; 1249,g33kking,Xbox 360,,,,,,,Probable Non-Match,Probable Non-Match,,weak meaningful title overlap,incomplete_product,current rule produces review/probable non-match,title_plus_item_specifics_or_category,676e499d-b594-410c-8882-d950514d0ddc,468d3aab-c898-440c-9bd5-30db31cfb9c2,5e9996f4-3b4b-4723-9289-17ef8cb25bcf
926,254f7200-030f-4e03-81b4-e2c2121c6508,2026-07-11T14:18:28.395891+00:00,incomplete_product,,B002I0JFCO,EA Sports Active 2 - Xbox 360 [video game],,v1|298107628665|0,EA Sports Active 2 Xbox 360 Brand New & Sealed!,Brand New,Video Games; Video Games & Consoles,139973; 1249,cavegamers,Xbox 360,,,,,,,Probable Match,Probable Match,,,incomplete_product,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,ce60dad5-1bab-4793-b45c-494e4ecbbd28,8f59946a-9c79-4e90-aa42-2c72807478f9,32b2454f-0205-4c44-805e-e48bcd2dd770
927,68a68679-292f-41e3-9296-46ac5881a564,2026-07-11T14:18:28.085133+00:00,incomplete_product,,B002I0JFCO,EA Sports Active 2 - Xbox 360 [video game],,v1|267694589633|0,"EA Sports Active 2 Personal Trainer Kinect (Microsoft Xbox 360, 2010) Brand New",Brand New,Video Games; Video Games & Consoles,139973; 1249,wedogames,Xbox 360,,,,,,,Blocked,Probable Match,,,incomplete_product,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,7b906feb-b8e6-4da8-b257-15d0fcf89d8b,b92212b6-6cd9-40a2-bf18-e2f1a4b845c7,f7124b14-62ed-40db-a9c9-870ecf07462f
928,bb4c7528-c9fd-4346-a1ee-1c4eef432aff,2026-07-11T14:18:27.776201+00:00,incomplete_product,,B002I0JFCO,EA Sports Active 2 - Xbox 360 [video game],,v1|197002715180|0,"EA Sports Active 2 (Microsoft Xbox 360, 2010) New -SEALED",Brand New,Video Games; Video Games & Consoles,139973; 1249,backlit_games,Xbox 360,,,,,,,Blocked,Probable Match,,,incomplete_product,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,074af4bb-8791-43eb-9a06-fd3e2441e4c6,744c6025-8cbd-49dc-8464-a7b778a49dac,28e7cf47-e125-460c-bc3b-5056991c2881
929,f30a2494-a126-42fb-868c-efcb8b18b71f,2026-07-11T14:18:27.464157+00:00,incomplete_product,,B002I0JFCO,EA Sports Active 2 - Xbox 360 [video game],,v1|146198247947|0,EA Sports Active 2 Microsoft Xbox 360 **BRAND NEW** FREE SHIPPING,Brand New,Video Games; Video Games & Consoles,139973; 1249,wibetterbargains,Xbox 360,,,,,,,Probable Match,Probable Match,,,incomplete_product,no current deterministic rule covers pattern,title_plus_item_specifics_or_category,588ff25e-cf39-439c-8848-734616d0ad46,a54f1274-bfc6-4e80-86b1-9e8d5f1f7698,844bdd7c-5672-423f-a71c-bb989f4e5c84
